Timestamp,MON1 CL DDM (?A),Status,MON1 CL SDM (%),Status,MON1 CL RF (V),Status,MON1 DS DDM (?A),Status,MON1 DS SDM (%),Status,MON1 DS RF (V),Status,MON1 NF DDM (?A),Status,MON1 NF SDM (%),Status,MON1 NF RF (V),Status,MON1 CLR DDM (?A),Status,MON1 CLR SDM (%),Status,MON1 CLR RF (V),Status,MON1 DIFF FREQ (kHz),Status,MON1 CL ID MOD (%),Status,MON1 CL ID ACT (),Status,MON1 CLR ID MOD (%),Status,MON1 CLR ID ACT (),Status,MON1 VOICE (),Status,MON1 DL 0 (?),Status,MON1 DL 1 (?),Status,MON1 DL 2 (),Status,MON1 DL 3 (),Status,MON1 FFM Ch.A DDM (?A),Status,MON1 FFM Ch.A SDM (%),Status,MON1 FFM Ch.A RF (dBm),Status,MON1 FFM Ch.B DDM (?A),Status,MON1 FFM Ch.B SDM (%),Status,MON1 FFM Ch.B RF (dBm),Status,MON1 Execute alarm (),Status,MON1 TEST DDM (?A),Status,MON1 TEST SDM (%),Status,MON1 TEST RF (V),Status,MON1 SELF TEST (),Status,MON2 CL DDM (?A),Status,MON2 CL SDM (%),Status,MON2 CL RF (V),Status,MON2 DS DDM (?A),Status,MON2 DS SDM (%),Status,MON2 DS RF (V),Status,MON2 NF DDM (?A),Status,MON2 NF SDM (%),Status,MON2 NF RF (V),Status,MON2 CLR DDM (?A),Status,MON2 CLR SDM (%),Status,MON2 CLR RF (V),Status,MON2 DIFF FREQ (kHz),Status,MON2 CL ID MOD (%),Status,MON2 CL ID ACT (),Status,MON2 CLR ID MOD (%),Status,MON2 CLR ID ACT (),Status,MON2 VOICE (),Status,MON2 DL 0 (?),Status,MON2 DL 1 (?),Status,MON2 DL 2 (),Status,MON2 DL 3 (),Status,MON2 FFM Ch.A DDM (?A),Status,MON2 FFM Ch.A SDM (%),Status,MON2 FFM Ch.A RF (dBm),Status,MON2 FFM Ch.B DDM (?A),Status,MON2 FFM Ch.B SDM (%),Status,MON2 FFM Ch.B RF (dBm),Status,MON2 Execute alarm (),Status,MON2 TEST DDM (?A),Status,MON2 TEST SDM (%),Status,MON2 TEST RF (V),Status,MON2 SELF TEST (),Status
"2022-02-08 14:09:01,6","-1,16", ,"80,01", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,87", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-5,21", ,"79,03", ," 2,87", ," 0,00", ,"-0,87", ,"79,77", ," 3,01", ,"-0,29", ,"79,77", ," 3,04", ,"-13,30", ,"79,77", ," 3,35", ,"-1,74", ,"79,84", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-08 14:14:02,0","-1,16", ,"79,97", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,59", ,"79,84", ," 3,24", ,"-0,58", ,"80,07", ," 2,98", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,01", ,"-0,29", ,"79,77", ," 3,04", ,"-13,59", ,"79,80", ," 3,35", ,"-1,74", ,"79,84", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,92",a," 1,55",a," 0,00", 
"2022-02-08 14:19:02,7","-1,16", ,"79,97", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,58", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,29", ,"79,77", ," 3,04", ,"-13,30", ,"79,80", ," 3,36", ,"-1,74", ,"79,84", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-42,52",a,"59,08",a," 1,55",a," 0,00", 
"2022-02-08 14:24:03,0","-1,16", ,"79,97", ," 2,88", ,"-0,29", ,"79,90", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,58", ,"80,07", ," 2,98", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,80", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,58", ,"79,77", ," 3,04", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-58,42",a,"61,95",a," 2,83", ," 0,00", 
"2022-02-08 14:29:03,4","-1,16", ,"79,97", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,87", ,"80,07", ," 2,98", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,29", ,"79,77", ," 3,04", ,"-13,59", ,"79,77", ," 3,36", ,"-1,45", ,"79,87", ," 3,00", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-17,06", ,"72,14", ," 2,20", ," 0,00", 
"2022-02-08 14:34:03,5","-1,16", ,"79,97", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,58", ,"80,07", ," 2,98", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,01", ,"-0,29", ,"79,77", ," 3,04", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,87", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-65,66",a,"55,00",a," 1,55",a," 0,00", 
"2022-02-08 14:39:03,9","-1,16", ,"80,01", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,59", ,"79,84", ," 3,24", ,"-0,58", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,29", ,"79,77", ," 3,04", ,"-13,59", ,"79,80", ," 3,36", ,"-1,74", ,"79,84", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-15,04", ,"73,05", ," 3,09", ," 0,00", 
"2022-02-08 14:44:04,3","-1,16", ,"79,97", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,30", ,"79,80", ," 3,24", ,"-0,87", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,29", ,"79,77", ," 3,04", ,"-13,30", ,"79,77", ," 3,36", ,"-1,45", ,"79,84", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-55,82",a,"59,69",a," 1,55",a," 0,00", 
"2022-02-08 14:49:04,7","-1,16", ,"80,01", ," 2,88", ," 0,00", ,"79,90", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,87", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,58", ,"79,77", ," 3,04", ,"-13,59", ,"79,77", ," 3,36", ,"-1,45", ,"79,87", ," 3,00", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-52,93",a,"60,13",a," 2,73", ," 0,00", 
"2022-02-08 14:54:05,0","-1,16", ,"79,97", ," 2,88", ," 0,00", ,"79,87", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,87", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,58", ,"79,77", ," 3,05", ,"-13,59", ,"79,80", ," 3,36", ,"-1,45", ,"79,87", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-8,97", ,"72,51", ," 2,30", ," 0,00", 
"2022-02-08 14:59:05,4","-1,16", ,"80,01", ," 2,89", ," 0,00", ,"79,90", ," 2,96", ,"-13,30", ,"79,84", ," 3,24", ,"-0,58", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-2,60", ,"78,59", ," 3,09", ," 0,00", ,"-1,16", ,"79,77", ," 3,02", ,"-0,29", ,"79,77", ," 3,05", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-54,95",a,"54,36",a," 1,96",a," 0,00", 
"2022-02-08 15:04:05,8","-1,16", ,"79,97", ," 2,89", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,58", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-56,11",a,"55,14",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,29", ,"79,77", ," 3,05", ,"-13,30", ,"79,80", ," 3,36", ,"-1,74", ,"79,84", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,07", ," 0,00", 
"2022-02-08 15:09:05,9","-1,16", ,"79,97", ," 2,89", ," 0,00", ,"79,87", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,87", ,"80,07", ," 2,98", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,29", ,"79,77", ," 3,05", ,"-13,30", ,"79,80", ," 3,36", ,"-1,74", ,"79,84", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-47,72",a,"62,36",a," 1,62",a," 0,00", 
"2022-02-08 15:14:06,3","-1,16", ,"80,01", ," 2,89", ," 0,00", ,"79,90", ," 2,97", ,"-13,59", ,"79,84", ," 3,25", ,"-0,87", ,"80,07", ," 2,98", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,80", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,58", ,"79,77", ," 3,05", ,"-13,59", ,"79,80", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-46,28",a,"58,98",a," 2,64", ," 0,00", 
"2022-02-08 15:19:06,6","-1,16", ,"79,97", ," 2,89", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,87", ,"80,07", ," 2,98", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,02", ,"-0,58", ,"79,77", ," 3,05", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-1,16", ,"74,17", ," 2,40", ," 0,00", 
"2022-02-08 15:24:07,0","-1,16", ,"79,97", ," 2,89", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,87", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 1,16", ,"77,75", ," 3,09", ," 0,00", ,"-1,16", ,"79,77", ," 3,03", ,"-0,58", ,"79,74", ," 3,05", ,"-13,30", ,"79,80", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,29",a,"54,16",a," 1,86",a," 0,00", 
"2022-02-08 15:29:07,4","-1,16", ,"79,97", ," 2,90", ," 0,00", ,"79,87", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,87", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-63,05",a,"56,22",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-13,30", ,"79,80", ," 3,36", ,"-1,45", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-08 15:34:08,0","-1,16", ,"80,01", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,87", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-08 15:39:08,4","-1,16", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,58", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-13,30", ,"79,80", ," 3,36", ,"-1,74", ,"79,87", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,92",a," 1,55",a," 0,00", 
"2022-02-08 15:44:08,8","-1,16", ,"80,01", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,58", ,"79,77", ," 3,06", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-08 15:49:08,9","-1,16", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-13,30", ,"79,80", ," 3,25", ,"-0,58", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-7,23", ,"77,51", ," 2,58", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,58", ,"79,74", ," 3,06", ,"-13,30", ,"79,80", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-08 15:54:09,1","-1,16", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-58,42",a,"56,69",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-08 15:59:09,7","-1,16", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,87", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,80", ," 3,09", ," 0,00", ,"-0,87", ,"79,74", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,80", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-08 16:04:10,2","-1,16", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,25", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-7,23", ,"76,02", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-15,91", ,"65,73", ," 3,09", ," 0,00", 
"2022-02-08 16:09:10,6","-0,87", ,"79,97", ," 2,90", ,"-0,29", ,"79,90", ," 2,97", ,"-13,30", ,"79,80", ," 3,25", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-39,05",a,"57,57",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-17,64", ,"66,91", ," 1,91",a," 0,00", 
"2022-02-08 16:14:11,0","-1,16", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-13,30", ,"79,84", ," 3,24", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-40,20",a,"64,01",a," 3,02", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,58", ,"79,74", ," 3,06", ,"-13,30", ,"79,77", ," 3,36", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-61,03",a,"56,52",a," 2,34", ," 0,00", 
